EE ID,SAP,ASSET TAG," Host Name"," MAC Address"," EMPLOYEE NAME",STATUS,Month,Year,DEPLOYED DATE," POSITION",BUSINESS UNIT,Operating System,Storage Location,REVISED MODEL 1," DESCRIPTION",SERIAL NO.,ACQUISITION DATE,WARRANTY EXPIRE,ACQUISITION COST,PURCHASED PRICE,ACCOUNTABILITY FORM,PO# / SI#,LAST USER,VENDOR NAME,
05-02514,100625,100626,100626,08719010280B,"TOLENTINO, ALEXANDER DELA CRUZ",Deployed,October,2025,"Oct 1, 2025",Software Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-9FQ1QC,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-06945,100626,100627,100627,08719056762A,"DE LEON, BIANCA MERCADO",Deployed,February,2026,"Feb 18, 2026",Application Support Specialist (Linguist),Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-JCBLTC,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",ACCF_DE_LEON__BIANCA_MERCADO.pdf,PO 4700001920,"HERNANDEZ, PAULO MIGUEL RAMOS",MICRO PACIFIC TECHNOLIGIE,
05-03169,100627,100628,100628,087190B213D2,"MAGNO, JEROME FERNANDEZ",Deployed,May,2025,"May 22, 2025",Sr. Software Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-9XP7LH,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-02514,100628,100629,100629,087190F87512,"CALDERON, ERIKA TORRES",Deployed,October,2025,"Oct 2, 2025",Software Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-J7KF5E,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03168,100629,100630,100630,0871901E70FD,"SERRANO, PATRICIA ANNE MENDOZA",Deployed,June,2025,"Jun 20, 2025",Penetration Tester,Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-JT0HT2,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",ACCF_SERRANO__PATRICIA_ANNE_MENDOZA.pdf,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03059,100630,100631,100631,087190864A4B,"PADILLA, CHRISTINE JOY SANTOS",Deployed,June,2025,"Jun 19, 2025",QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-CZKKH2,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",ACCF_PADILLA__CHRISTINE_JOY_SANTOS.pdf,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-06940,100631,100632,100632,087190BE4B5C,"DEL ROSARIO, PATRICK OLIVER LOPEZ",Deployed,December,2025,"Dec 5, 2025",IT Asset Management Associate,Technology Group,Windows,,LENOVO THINKPAD E14 i7,"LENOVO E14, GEN 6, ULTRA 7, 16GB RAM, 1TB SSD",PF-GBFTUL,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",ACCF_DEL_ROSARIO__PATRICK_OLIVER_LOPEZ.pdf,PO 4700001920,"REYES, PAULO MIGUEL BAUTISTA",MICRO PACIFIC TECHNOLIGIE,
05-03056,100632,100633,100633,087190C73A31,"PADILLA, ANGELO GARCIA",Deployed,June,2025,"Jun 20, 2025",QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-KSUWGA,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",ACCF_PADILLA__ANGELO_GARCIA.pdf,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-02384,100633,100634,100634,0871905F164D,"DEL ROSARIO, JASMIN LOPEZ",Deployed,October,2025,"Oct 15, 2025",Software Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-RFFDB8,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03169,100634,100635,100635,087190241DF8,"CALDERON, STEPHANIE BAUTISTA",Deployed,October,2025,"Oct 17, 2025",L1 Support Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-V11589,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03126,100635,100636,100636,087190095086,"RAMOS, RAFAEL LOPEZ",Deployed,November,2025,"Nov 4, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-1LVJCP,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03128,100636,100637,100637,087190104E65,"CALDERON, BEATRICE MENDOZA",Deployed,November,2025,"Nov 5, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-SGXLC3,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03128,100637,100638,100638,087190D9953E,"DAVID, CHRISTINE JOY MENDOZA",Deployed,November,2025,"Nov 4, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-XACM8H,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03128,100638,100639,100639,087190D8CFFB,"PASCUAL, MONIQUE RAMOS",Deployed,October,2025,"Oct 30, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-LLP837,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03128,100639,100640,100640,087190DF15DF,"DAVID, JASMIN FLORES",Deployed,November,2025,"Nov 4, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-L3BJZ2,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03151,100640,100641,100641,087190D5CBC5,"AQUINO, ANGELA MAE RAMOS",Deployed,November,2025,"Nov 4, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-VV2E7Z,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-01637,100641,100642,100642,0871900BCC15,"VALDEZ, GABRIEL GARCIA",Deployed,November,2025,"Nov 12, 2025",QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-J2YM7E,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-01119,100642,100643,100643,087190C7B21E,"REYES, MARK ANTHONY FLORES",Deployed,November,2025,"Nov 14, 2025",Sr. QA Analyst,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-1YNQTG,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03125,100643,100644,100644,0871900D4C17,"TORRES, MARK ANTHONY TORRES",Deployed,November,2025,"Nov 4, 2025",Jr. QA Engineer,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-CWQH7W,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03168,100644,100645,100645,087190E90ACB,"BAUTISTA, CARLO DELA CRUZ",Deployed,September,2025,"Oct 2, 2025",Lead Penetration Tester,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-Y33ANV,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03168,100645,100646,100646,0871907A820A,"SERRANO, PATRICIA ANNE MENDOZA",Deployed,September,2025,"Oct 2, 2025",Penetration Tester,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-VS60Y3,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03168,100646,100647,100647,087190240BFC,"MARQUEZ, DOMINIC BAUTISTA",Deployed,September,2025,"Oct 2, 2025",Penetration Tester,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-LZ8VAJ,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-01093,100647,100648,100648,087190A73676,"ILAGAN, CARLO MERCADO",Deployed,October,2025,"Oct 30, 2025",QA Lead,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-KTAE8P,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-03169,100648,100649,100649,087190296BA2,"OCAMPO, KATRINA CASTILLO",Deployed,September,2025,"Oct 2, 2025",Penetration Tester,Technology Group,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-YSUA3B,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",,PO 4700001920,,MICRO PACIFIC TECHNOLIGIE,
05-06941,100649,100650,100650,087190BDC82F,"AQUINO, CHRISTIAN MERCADO",Deployed,December,2025,"Dec 12, 2025",Jr. Application Support Specialist,Client Based New Biz,Windows,,LENOVO THINKPAD E14 i7," Lenovo E14, Gen 6, Ultra 7, 16GB RAM, 1TB SSD",PF-B1Y7FZ,"Apr 2, 2025","Apr 2, 2028","  61,607.14 ","3,080.36",ACCF_AQUINO__CHRISTIAN_MERCADO.pdf,PO 4700001920,"NATIVIDAD, ERIKA BAUTISTA",MICRO PACIFIC TECHNOLIGIE,
05-06820,100650,100651,100651,0871900AC7DE,"PADILLA, CHARLENE VILLANUEVA",Deployed,May,2025,"May 15, 2025",Automation Engineer,Technology Group,MacOS,," 2025 MacBook Pro","14-INCH MACBOOK PRO: APPLE M4 CHIP WITH 10 CORE CPU, 32GB RAM, 512GB SSD",SN-RW3BBM,"May 2, 2025","May 2, 2028","  94,000.00 ","9,400.00",,PO 4700001900,,Iridium Technologies Inc.,
,100651,100652,100652,0871903BC924,,Spare for Deploy,,,,,,MacOS,CAB 3E," 2025 MacBook Pro","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",SN-38CBE8,"Apr 3, 2025","Apr 3, 2028","  94,000.00 ","9,400.00",,PO 4700001922,"CASTILLO, LOVELY FERNANDEZ","VSTECS PHILS, INC.",
05-06879,100652,100653,100653,087190E633B8,"NAVARRO, MARK ANTHONY RAMOS",Deployed,May,2025,"May 23, 2025",Software Engineer (ReactJS),Client Based New Biz,MacOS,," 2025 MacBook Pro","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",SN-KMD485,"Apr 3, 2025","Apr 3, 2028","  94,000.00 ","9,400.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-06873,100653,100654,100654,087190FC76EA,"JAVIER, CHRISTINE JOY TORRES",Deployed,July,2025,"Jul 11, 2025",QA Lead,Technology Group,MacOS,," 2025 MacBook Pro","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",SN-SZG95S,"Apr 3, 2025","Apr 3, 2028","  94,000.00 ","9,400.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-01814,100654,100655,100655,08719033BB68,"FRANCISCO, MARCO RAMOS",Deployed,December,2025,"Dec 18, 2025",QA Engineer,Technology Group,MacOS,," 2025 MacBook Pro","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",SN-Q1U1YK,"Apr 3, 2025","Apr 3, 2028","  94,000.00 ","9,400.00",ACCF_FRANCISCO__MARCO_RAMOS.pdf,PO 4700001922,"FERNANDEZ, ANGELA MAE VILLANUEVA","VSTECS PHILS, INC.",
05-05178,100655,100656,100656,0871905B8F85,"MANALANG, JOHN PAUL RAMOS",Deployed,May,2025,"May 29, 2025",Lead Quality Analyst,Technology Group,MacOS,," 2025 MacBook Pro","14-INCH MACBOOK PRO: APPLE M3 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",SN-E8QKEG,"Apr 3, 2025","Apr 3, 2028","  94,000.00 ","9,400.00",,PO 4700001922,,"VSTECS PHILS, INC.",
,100656,100657,100657,087190149837,,Spare for Deploy,,,N/A,,,MacOS,CAB-7C(restricted laptop)," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-W453KX,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"PANGANIBAN, ANDREA GAIL DELA CRUZ","VSTECS PHILS, INC.",
05-03151,100657,100658,100658,0871909488B3,"RIVERA, ANGELA MAE FLORES",Deployed,April,2025,"Apr 25, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M5 CHIP WITH 8 CORE CPU, 16GB RAM, 512GB SSD",SN-64N7ZF,"May 14, 2026","May 14, 2029","  62,163.00 ","3,108.15",ACCF_RIVERA__ANGELA_MAE_FLORES.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-06877,100658,100659,100659,087190AFB5FA,"RIVERA, ANGELO CASTILLO",Deployed,April,2025,"Apr 25, 2025",Change Management Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-MMC48Q,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_RIVERA__ANGELO_CASTILLO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03151,100659,100660,100660,0871907B3E26,"SERRANO, ALYSSA MARIE CASTILLO",Deployed,April,2025,"Apr 25, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-RBEJL8,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_SERRANO__ALYSSA_MARIE_CASTILLO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03151,100660,100661,100661,087190699D4C,"CORPUZ, CHRISTINE JOY FERNANDEZ",For Repair,April,2025,"Apr 25, 2025",Solutions Designer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-R62X05,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CORPUZ__CHRISTINE_JOY_FERNANDEZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-06938,100661,100662,100662,087190329BA8,"SALAZAR, MONIQUE CRUZ",Deployed,October,2025,"Oct 24, 2025",Quality Assurance Lead,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-GTLVHV,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03196,100662,100663,100663,0871906FF3F1,"VALDEZ, NICOLE CASTILLO",Deployed,March,2026,"Mar 6, 2026",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-EUYWK0,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_VALDEZ__NICOLE_CASTILLO.pdf,PO 4700001922,"ESGUERRA, LOVELY CRUZ","VSTECS PHILS, INC.",
05-03167,100663,100664,100664,0871905C171E,"CABRERA, KENNETH AQUINO",Deployed,April,2025,"Apr 25, 2025",Data Analyst,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-ZDVJAC,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_CABRERA__KENNETH_AQUINO.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03174,100664,100665,100665,0871906F5950,"DELA CRUZ, GABRIEL MERCADO",Deployed,October,2025,"Oct 16, 2025",Data Scientist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-DX43G4,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"ATIENZA, DENISE VILLANUEVA","VSTECS PHILS, INC.",
05-03167,100665,100666,100666,087190B2DE9C,"DEL ROSARIO, DOMINIC MENDOZA",Deployed,April,2025,"Apr 25, 2025",Sr. Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-2H0A1X,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_DEL_ROSARIO__DOMINIC_MENDOZA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03168,100666,100667,100667,087190D0ADA7,"FRANCISCO, MARIA CLARA VILLANUEVA",Deployed,April,2025,"Apr 25, 2025",Application Support Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-41QGPY,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_FRANCISCO__MARIA_CLARA_VILLANUEVA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03168,100667,100668,100668,087190F6D1A1,"PANGANIBAN, DENISE DELA CRUZ",Deployed,July,2025,"Jul 30, 2025",QA Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-G88T0D,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"DAVID, JOSHUA MENDOZA","VSTECS PHILS, INC.",
05-03173,100668,100669,100669,08719013923D,"ESGUERRA, DOMINIC MENDOZA",Deployed,August,2025,"Aug 15, 2025",Accountant,Finance,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-9Q2AK3,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"DEL ROSARIO, MARK ANTHONY FLORES","VSTECS PHILS, INC.",
05-03151,100669,100670,100670,087190D4AF04,"LOPEZ, CAMILLE MENDOZA",Deployed,April,2025,"Apr 25, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-ZWJRXS,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03148,100670,100671,100671,087190D7CE6B,"CORPUZ, MARIA CLARA RIVERA",Deployed,May,2025,"Apr 30, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-2JJMSK,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03174,100671,100672,100672,08719043B203,"REYES, CHRISTIAN AQUINO",Deployed,October,2025,"Oct 8, 2025",Sr. Application Support Specialist (Data Operations),Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-01VQQP,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"TORRES, LOVELY LOPEZ","VSTECS PHILS, INC.",
05-03192,100672,100673,100673,0871902F3C43,"CRUZ, DANIEL JOSEPH CRUZ",Deployed,November,2025,"Nov 28, 2025",Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-Y7WD3C,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,"DAVID, BEATRICE CRUZ","VSTECS PHILS, INC.",
05-03032,100673,100674,100674,08719059B2C6,"HERNANDEZ, PATRICIA ANNE BAUTISTA",Deployed,July,2025,"Jul 8, 2025",Application Support Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-P1706A,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_HERNANDEZ__PATRICIA_ANNE_BAUTISTA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03057,100674,100675,100675,087190F0CDF8,"LAXAMANA, KATHERINE ROSE BAUTISTA",Deployed,June,2025,"Jun 18, 2025",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-8235YH,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_LAXAMANA__KATHERINE_ROSE_BAUTISTA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03192,100675,100676,100676,0871906B71FE,"RIVERA, KATRINA TORRES",Deployed,December,2025,"Dec 19, 2025",Software Engineer (Fullstack),Client Based Globe,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-JP2JK1,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_RIVERA__KATRINA_TORRES.pdf,PO 4700001922,"ALCANTARA, CHARLENE DELA CRUZ","VSTECS PHILS, INC.",
05-03125,100676,100677,100677,087190BABC7F,"AQUINO, SOFIA BAUTISTA",Deployed,June,2025,"Jun 23, 2025",Release Train Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-P1WN45,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_AQUINO__SOFIA_BAUTISTA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03059,100677,100678,100678,0871905EC353,"GUTIERREZ, KEVIN RIVERA",Deployed,May,2025,"May 28, 2025",Project Manager,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-ZB4B21,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03169,100678,100679,100679,0871905D4FB2,"LOPEZ, CHRISTIAN DELA CRUZ",Deployed,May,2025,"May 28, 2025",Lead Accountant (Revenue),Finance,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-KL2T00,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",,PO 4700001922,,"VSTECS PHILS, INC.",
05-03054,100679,100680,100680,087190CF6C2E,"DEL ROSARIO, JOHN PAUL DELA CRUZ",Deployed,June,2025,"Jun 26, 2025",L2 Application Support Specialist,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-BRQP00,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_DEL_ROSARIO__JOHN_PAUL_DELA_CRUZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02406,100680,100681,100681,0871905C2F54,"VALDEZ, PAULO MIGUEL FERNANDEZ",Deployed,June,2025,"Jun 23, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-ZC6LHG,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_VALDEZ__PAULO_MIGUEL_FERNANDEZ.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-02401,100681,100682,100682,087190DCC3D8,"SERRANO, CHRISTINE JOY MENDOZA",Deployed,June,2025,"Jun 24, 2025",Software Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-HRVPUG,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_SERRANO__CHRISTINE_JOY_MENDOZA.pdf,PO 4700001922,,"VSTECS PHILS, INC.",
05-03193,100682,100683,100683,087190B12733,"PADILLA, PATRICIA ANNE SANTOS",Deployed,February,2026,"Feb 18, 2026",Data Engineer,Technology Group,MacOS,," 2025 MacBook Air ","13-INCH MACBOOK AIR; APPLE M2 CHIP WITH 8 CORE CPU, 16GB RAM, 256GB SSD",SN-CUPH19,"Apr 3, 2025","Apr 3, 2028","  51,500.00 ","2,575.00",ACCF_PADILLA__PATRICIA_ANNE_SANTOS.pdf,PO 4700001922,"AGUILAR, DIANNE VILLANUEVA","VSTECS PHILS, INC.",
