xr,EE Name,Laptop Description,Asset Tag,Serial Number,,Laptop Hostname,Host Name,MAC Address,Remarks,ADDRESS,Contact No.,Status,Tech POC,Updated to Master Tracker (Yes or No),,,,,
05-02471,"MAGNO, MARK ANTHONY VILLANUEVA",Acer (New),YONDU102476,SN-LF4CVM,,YONDU102476,YONDU102476,,MES - Cascadeo - via LBC,"Unit 1002, 98 Aguinaldo Highway, Brgy. Alabang, Quezon City, Metro Manila",9668977413,,,,,,,,
05-02471,"CASTRO, STEPHANIE FLORES",Use old Lenovo or Acer,YONDU101441,SN-LQJLCF,,YONDU101441,YONDU101441,,DS Finance,"Unit 1602, 85 Alabang-Zapote Road, Brgy. Bagong Ilog, Santa Rosa City, Laguna",9664820921,,,,,,,,
05-02491,"HERNANDEZ, GABRIEL FLORES",Use old Lenovo or Acer,YONDU100012,PF-D8C2ER,,YONDU100012,YONDU100012,,Metrobank,"Unit 2702, 180 Governor Drive, Brgy. Ugong, Bacoor City, Cavite",9271970879,,,,,,,,
05-02491,"AQUINO, RAFAEL RIVERA",Use old Lenovo or Acer,YONDU102188,SN-FCX6B4,,YONDU102188,YONDU102188,,G-Xchange,"Unit 3302, 47 Ayala Avenue, Brgy. Ugong, Parañaque City, Metro Manila",9662343064,,,,,,,,
05-02493,"FRANCISCO, DOMINIC GARCIA",Use old Lenovo or Acer,YONDU102477,SN-FQT0PR,,YONDU102477,YONDU102477,,Advance Energy,,,,,,,,,,
05-02377,"NAVARRO, VINCENT AQUINO",Acer (old),YONDU102077,SN-YZ4XVA,,YONDU102077,YONDU102077,,"Replacement - Frequent blue screen 3-5 mins after logging in, battery drains fast - SITE PICK UP 10/27/22",,,,,,,,,,
05-06668,"TOLENTINO, DOMINIC RAMOS",Use old Lenovo or Acer,YONDU102478,SN-721L7V,,YONDU102478,YONDU102478,,Replacement due keyboard issue - SITE PICK UP 11/4/22,"Unit 702, 168 Alabang-Zapote Road, Brgy. Kapitolyo, Taguig City, Metro Manila",,,,,,,,,
,,,,SN-G3SHXR,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-01615,"PADILLA, JOHN PAUL MENDOZA",REFRESH - Acer (New),YONDU102479,SN-N3HMQT,,YONDU102479,YONDU102479,,SITE PICK UP 11/4/22,,,,,,,,,,
05-02608,"TOLENTINO, MARCO VILLANUEVA",REFRESH - Acer (New),YONDU102480,SN-KEVGKT,,YONDU102480,YONDU102480,,SITE PICK UP 11/7/22,,,,,,,,,,
05-01050,"SERRANO, PATRICIA ANNE CRUZ",REFRESH - Acer (New),YONDU102481,SN-DKU9DQ,,YONDU102481,YONDU102481,,SITE PICK UP 11/4/22,,,,,,,,,,
05-02400,"ESGUERRA, PATRICIA ANNE CASTILLO",Replacement - Dell 3420,YONDU102000,SN-VGRY69,,YONDU102000,YONDU102000,,Replacement due to stolen MacBook,,,,,,,,,,
05-01797,"CASTILLO, CHARLENE AQUINO",Replacement - Lenovo,YONDU101829,PF-Q1Z8CS,,YONDU101829,YONDU101829,,Replacement due to LCD Issue - TRANSPORTIFY 11/3/22,"Unit 2302, 170 Governor Drive, Brgy. Wack-Wack, Bacoor City, Cavite",9054431932,,,,,,,,
05-02401,"DOMINGO, FRANCIS TORRES",Replacement - Acer,YONDU101951,SN-ABB3TT,,YONDU101951,YONDU101951,,Replacement due to laptop was submerged in flood cause by Typhoon Paeng - TRANSPORTIFY 11/3/22,"Unit 2302, 193 Ayala Avenue, Brgy. Greenhills, Imus City, Cavite",9056989633,,,,,,,,
05-02471,"PANGANIBAN, MARIA CLARA RIVERA",Use old Lenovo or Acer,YONDU102078,SN-PKXK5P,,YONDU102078,YONDU102078,,MCC,"Unit 3802, 4 Marcos Highway, Brgy. San Antonio, Calamba City, Laguna",9276575053,,,,,,,,
05-02472,"FERNANDEZ, CARLO VILLANUEVA",Use old Lenovo or Acer,YONDU101715,SN-5BW1N5,,YONDU101715,YONDU101715,,Tech Capability Build,"Unit 2902, 117 Aguinaldo Highway, Brgy. Ugong, Las Piñas City, Metro Manila",9271814923,,,,,,,,
05-02472,"DOMINGO, ERIKA MENDOZA",Use old Lenovo or Acer,YONDU101913,SN-UYZU34,,YONDU101913,YONDU101913,,Tech Capability Build,"Unit 402, 36 Bonifacio High St, Brgy. Palanan, Bacoor City, Cavite",9278393079,,,,,,,,
05-02472,"ESGUERRA, VINCENT SANTOS",Use old Lenovo or Acer,YONDU101537,SN-79N12Z,,YONDU101537,YONDU101537,,Tech Capability Build - Java Bootcamp,"Unit 1202, 48 Alabang-Zapote Road, Brgy. San Antonio, Parañaque City, Metro Manila",9186784669,,,,,,,,
05-02472,"ESGUERRA, MARIA CLARA SANTOS",Use old Lenovo or Acer,YONDU101711,SN-JGLBVZ,,YONDU101711,YONDU101711,,Tech Capability Build - Java Bootcamp,"Unit 2702, 104 Dr. A. Santos Ave, Brgy. San Lorenzo, Bacoor City, Cavite",9055280168,,,,,,,,
05-02472,"GUTIERREZ, CHRISTIAN FLORES",Use old Lenovo or Acer,YONDU101330,SN-SXFE5U,,YONDU101330,YONDU101330,,Tech Capability Build - Java Bootcamp,"Unit 102, 109 Rizal Avenue, Brgy. Bagong Ilog, Taguig City, Metro Manila",9202464199,,,,,,,,
05-02473,"SERRANO, ANGELO AQUINO",Acer (New),YONDU102236,SN-VRPS5G,,YONDU102236,YONDU102236,,Tech Capability Build - Java Bootcamp,"Unit 3902, 94 Boni Avenue, Brgy. Pinyahan, Mandaluyong City, Metro Manila",9667237569,,,,,,,,
05-02473,"DELA CRUZ, PATRICIA ANNE CASTILLO",Acer (New),YONDU102482,SN-RVHEED,,YONDU102482,YONDU102482,,Tech Capability Build - Java Bootcamp,"Unit 3202, 7 Aurora Boulevard, Brgy. BF Homes, Imus City, Cavite",9059889311,,,,,,,,
05-02473,"PANGANIBAN, JUAN CARLOS TORRES",Acer (New),YONDU102483,SN-42WPKD,,YONDU102483,YONDU102483,,Tech Capability Build - Java Bootcamp,"Unit 1002, 58 Alabang-Zapote Road, Brgy. BF Homes, Calamba City, Laguna",9270393127,,,,,,,,
05-02473,"SERRANO, VINCENT VILLANUEVA",Acer (New),YONDU102484,SN-LLQ505,,YONDU102484,YONDU102484,,Tech Capability Build - Java Bootcamp,"Unit 1802, 243 Boni Avenue, Brgy. BF Homes, Calamba City, Laguna",9666304116,,,,,,,,
05-02473,"MORALES, KEVIN LOPEZ",Acer (New),YONDU102485,SN-7U763E,,YONDU102485,YONDU102485,,Tech Capability Build - Java Bootcamp,"Unit 3802, 61 Dr. A. Santos Ave, Brgy. Bel-Air, Imus City, Cavite",9272583330,,,,,,,,
05-02474,"DOMINGO, NICOLE MERCADO",Acer (New),YONDU102486,SN-J9XSBK,,YONDU102486,YONDU102486,,Tech Capability Build - Java Bootcamp,"Unit 2302, 223 Bonifacio High St, Brgy. Bel-Air, Parañaque City, Metro Manila",9207432270,,,,,,,,
05-02474,"LOPEZ, ERIKA VILLANUEVA",Acer (New),YONDU102487,SN-S6AT2Z,,YONDU102487,YONDU102487,,Tech Capability Build - Java Bootcamp,"Unit 3202, 37 Ortigas Avenue, Brgy. Alabang, Las Piñas City, Metro Manila",9662447096,,,,,,,,
05-02474,"FLORES, BIANCA FLORES",Acer (New),YONDU102488,SN-NSK1QS,,YONDU102488,YONDU102488,,Tech Capability Build - Java Bootcamp,"Unit 1002, 141 Dr. A. Santos Ave, Brgy. Wack-Wack, Calamba City, Laguna",9270216591,,,,,,,,
05-02474,"REYES, GABRIEL FLORES",Acer (New),YONDU102489,SN-JD08CW,,YONDU102489,YONDU102489,,Tech Capability Build - Java Bootcamp,"Unit 3902, 96 Governor Drive, Brgy. Palanan, Imus City, Cavite",9270747821,,,,,,,,
05-02474,"SORIANO, PAULO MIGUEL CRUZ",Use old Lenovo or Acer,YONDU101576,SN-A298EL,,YONDU101576,YONDU101576,,ESG Cluster 2,"Unit 3902, 75 Boni Avenue, Brgy. Palanan, Makati City, Metro Manila",9182630401,,,,,,,,
05-02491,"CALDERON, JASMIN RIVERA",Use old Lenovo or Acer,YONDU102490,SN-73GL7T,,YONDU102490,YONDU102490,,NTG - IATF,"Unit 402, 15 Governor Drive, Brgy. San Lorenzo, Santa Rosa City, Laguna",9188815687,,,,,,,,
05-02492,"SALAZAR, DOMINIC MENDOZA",Use old Lenovo or Acer,YONDU102491,SN-76NS04,,YONDU102491,YONDU102491,,TPS - Cluster 3,"Unit 1402, 1 Commonwealth Avenue, Brgy. San Lorenzo, Santa Rosa City, Laguna",9189153482,,,,,,,,
05-06736,"DOMINGO, JUAN CARLOS SANTOS",Acer (New),YONDU102492,SN-EQSZMY,,YONDU102492,YONDU102492,,Samsung and Yondu laptop - SITE PICK UP 11/6/22,"Unit 3102, 150 Commonwealth Avenue, Brgy. Bagong Ilog, Muntinlupa City, Metro Manila",9271252528,,,,,,,,
05-02493,"SORIANO, KATRINA TORRES",Acer (New),YONDU102493,SN-VE0YZG,,YONDU102493,YONDU102493,,MES - DGT FVT,"Unit 1702, 194 Bonifacio High St, Brgy. Ugong, Calamba City, Laguna",9189946055,,,,,,,,
05-02493,"SORIANO, PATRICIA ANNE TORRES",Acer (New),YONDU102494,SN-2WFEZR,,YONDU102494,YONDU102494,,Metrobank - TRANSPORTIFY 11/4/22,"Unit 1702, 68 Boni Avenue, Brgy. Wack-Wack, Bacoor City, Cavite",9178429442,,,,,,,,
05-02493,"BERNARDO, ALEXANDER FLORES",Acer (New),YONDU102220,SN-5REJQH,,YONDU102220,YONDU102220,,Mynt - TRANSPORTIFY 11/3/22,"Unit 4002, 55 Bonifacio High St, Brgy. Bagong Ilog, Calamba City, Laguna",9208678416,,,,,,,,
05-02337,"MERCADO, MONIQUE AQUINO",MACBOOK,YONDU101402,SN-BRWGVR,,YONDU101402,YONDU101402,,PICK UP OF MACBOOK - TRANSPORTIFY 11/3/22,"Unit 1702, 226 Ayala Avenue, Brgy. Poblacion, Calamba City, Laguna",9202615672,,,,,,,,
05-04995,"SANTOS, PATRICIA ANNE GARCIA",use 14s,YONDU102296,SN-F3D99P,,YONDU102296,YONDU102296,,replacement due to battery issue - SITE PICK UP 11/4/22,,,,,,,,,,
,,,,SN-B89S66,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-01118,"DAVID, JASMIN RIVERA",REFRESH - Acer (New),YONDU102495,SN-HC6Z50,,YONDU102495,YONDU102495,,SITE PICK UP 11/11/22,,,,,,,,,,
05-02683,"PADILLA, RAFAEL DELA CRUZ",REFRESH - Acer (New),YONDU102496,SN-5HA8FX,,YONDU102496,YONDU102496,,SITE PICK UP 11/10/22,,,,,,,,,,
05-05178,"MANALANG, JOHN PAUL RAMOS",REFRESH - Acer (New),YONDU102497,SN-J98G61,,YONDU102497,YONDU102497,,SITE PICK UP 11/9/22,,,,,,,,,,
05-02424,"MERCADO, GABRIEL AQUINO",REFRESH - Acer (New),YONDU102498,SN-7ZZY9A,,YONDU102498,YONDU102498,,SITE PICK UP 11/11/22,,,,,,,,,,
05-02358,"DAVID, MARK ANTHONY RAMOS",REFRESH - Acer (New),YONDU102499,SN-8MD74G,,YONDU102499,YONDU102499,,SITE PICK UP 11/11/22,,,,,,,,,,
05-01075,"MANALANG, PATRICK OLIVER TORRES",REFRESH - Acer (New),YONDU102500,SN-6U1822,,YONDU102500,YONDU102500,,SITE PICK UP 11/11/22,,,,,,,,,,
05-05052,"MANALANG, DANIEL JOSEPH SANTOS",REFRESH - Acer (New),YONDU100016,SN-AT83U3,,YONDU100016,YONDU100016,,SITE PICK UP 11/24/22,,,,,,,,,,
05-01820,"MIRANDA, ANGELO CASTILLO",REFRESH - Acer (New),YONDU102501,SN-LGTN16,,YONDU102501,YONDU102501,,SITE PICK UP 11/7/22,,,,,,,,,,
05-02470,"MENDOZA, GABRIEL GARCIA",Use old Lenovo or Acer,YONDU102502,SN-7W8GDW,,YONDU102502,YONDU102502,,KonsultaMD - SITE PICK UP 11/7/22,,,,,,,,,,
05-02404,"SERRANO, PATRICK OLIVER RAMOS",Replacement,YONDU102503,PF-65G8E2,,YONDU102503,YONDU102503,,Replacement due to battery problem (Dead Battery - easily drained) - SITE PICK UP 11/14-16/22,"Unit 3402, 221 Governor Drive, Brgy. Palanan, Quezon City, Metro Manila",,,,,,,,,
05-06687,"RIVERA, KENNETH CRUZ",Use old Lenovo or Acer,YONDU102504,SN-FC6R3T,,YONDU102504,YONDU102504,,SAMSUNG - SITE PICK UP 11/11/22,,,,,,,,,,
05-02358,"REYES, ADRIAN TORRES",Use old Lenovo or Acer,YONDU102505,PF-RWMJXR,,YONDU102505,YONDU102505,,Replacement (BSOD issue / EOL),,,,,,,,,,
05-01118,"SERRANO, VINCENT CRUZ",E490 or 14S,YONDU102256,SN-X90K4G,,YONDU102256,YONDU102256,,Replacement due to hang issue - SITE PICK UP 11/7/22,,,,,,,,,,
05-02474,"CALDERON, CARLO LOPEZ",Use old Lenovo or Acer,YONDU101647,SN-QAS793,,YONDU101647,YONDU101647,,MES - Tech Cluster 3 - Cascadeo,"Unit 3902, 65 Ayala Avenue, Brgy. BF Homes, Makati City, Metro Manila",9209126111,,,,,,,,
05-02490,"LAXAMANA, ALYSSA MARIE CASTILLO",Use old Lenovo or Acer,YONDU102310,PF-XGHQMS,,YONDU102310,YONDU102310,,MCC,"Unit 1102, 109 Katipunan Avenue, Brgy. BF Homes, Antipolo City, Rizal",9200433789,,,,,,,,
05-02490,"SORIANO, ALEXANDER CASTILLO",Use old Lenovo or Acer,YONDU102170,SN-VHRJTY,,YONDU102170,YONDU102170,,Advance Energy - TRANSPORTIFY 11/10/22,"Unit 302, 11 Commonwealth Avenue, Brgy. San Lorenzo, Quezon City, Metro Manila",9201297695,,,,,,,,
05-02491,"MERCADO, CHARLENE RIVERA",Acer (New),YONDU101931,SN-22RV4D,,YONDU101931,YONDU101931,,Advance Energy,"Unit 3702, 180 Aurora Boulevard, Brgy. Bagong Ilog, Quezon City, Metro Manila",9274130251,,,,,,,,
05-02491,"DE LEON, DOMINIC VILLANUEVA",Acer (New),YONDU101992,SN-L08F67,,YONDU101992,YONDU101992,,KonsultaMD,"Unit 3702, 137 Boni Avenue, Brgy. San Lorenzo, Antipolo City, Rizal",9203114584,,,,,,,,
05-02492,"ESGUERRA, BEATRICE MERCADO",Acer (New),YONDU101969,SN-6UYXST,,YONDU101969,YONDU101969,,MCC,"Unit 1702, 176 Governor Drive, Brgy. Wack-Wack, Mandaluyong City, Metro Manila",9172941560,,,,,,,,
05-02493,"VILLANUEVA, BIANCA CRUZ",MACBOOK AIR,YONDU101849,SN-HD555X,,YONDU101849,YONDU101849,,Technology Group Under Shared,"Unit 2602, 101 Commonwealth Avenue, Brgy. Pinyahan, Quezon City, Metro Manila",9662231199,,,,,,,,
05-02493,"CALDERON, NICOLE MENDOZA",Acer (New),YONDU100017,SN-S6MHXE,,YONDU100017,YONDU100017,,DGT NG1 Super App,"Unit 1302, 72 Governor Drive, Brgy. Bagong Ilog, Santa Rosa City, Laguna",9175678877,,,,,,,,
05-02493,"REYES, MARCO FLORES",Acer (New),YONDU102506,SN-KRW0VB,,YONDU102506,YONDU102506,,EDO,"Unit 3902, 145 Ortigas Avenue, Brgy. Pinyahan, Las Piñas City, Metro Manila",9272108910,,,,,,,,
05-02493,"ALCANTARA, KATHERINE ROSE AQUINO",Acer (New),YONDU102507,SN-G75CP9,,YONDU102507,YONDU102507,,"G-Xchange, Inc. - TRANSPORTIFY 11/10/22","Unit 102, 203 Alabang-Zapote Road, Brgy. Wack-Wack, Taguig City, Metro Manila",9189766595,,,,,,,,
05-02494,"ESGUERRA, KATHERINE ROSE MERCADO",Acer (New),YONDU102508,SN-A7YR7D,,YONDU102508,YONDU102508,,S&R VMC & DCS,"Unit 1402, 208 Shaw Boulevard, Brgy. Bagong Ilog, Santa Rosa City, Laguna",9208511259,,,,,,,,
05-02494,"NAVARRO, MARK ANTHONY MENDOZA",Acer (New),YONDU102509,SN-5NF8PA,,YONDU102509,YONDU102509,,GADC Phase 2 Built (Haku Phase 2),"Unit 2702, 114 Aguinaldo Highway, Brgy. Alabang, Muntinlupa City, Metro Manila",9174245837,,,,,,,,
05-02468,"CORPUZ, ROCHELLE RAMOS",Dell 3420,YONDU101954,SN-95ZVZQ,,YONDU101954,YONDU101954,,Replacement due to LCD issue - SITE PICK UP 11/9/22,,,,,,,,,,
05-01795,"CABRERA, DOMINIC DELA CRUZ",MACBOOK,YONDU102138,SN-GRZHVD,,YONDU102138,YONDU102138,,,,,,,,,,,,
,,,,SN-4U8BQ0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-01098,"EVANGELISTA, JOSHUA FERNANDEZ",REFRESH - Acer (New),YONDU102510,SN-J4515Q,,YONDU102510,YONDU102510,,SITE PICK UP 11/24/22,,,,,,,,,,
05-02338,"SANTOS, RAFAEL VILLANUEVA",REFRESH - Acer (New),YONDU102511,SN-Q0VKGA,,YONDU102511,YONDU102511,,SITE PICK UP 11/23/22,,,,,,,,,,
05-01797,"CASTILLO, KEVIN VILLANUEVA",REFRESH - Acer (New),YONDU102512,SN-S6QF6X,,YONDU102512,YONDU102512,,SITE PICK UP 11/15/22,,,,,,,,,,
05-02359,"DOMINGO, VINCENT GARCIA",REFRESH - Acer (New),YONDU102513,SN-MGYM2J,,YONDU102513,YONDU102513,,SITE PICK UP 11/22/22,,,,,,,,,,
05-04855,"FLORES, GABRIEL AQUINO",REFRESH - Acer (New),YONDU102514,SN-BHGGUD,,YONDU102514,YONDU102514,,SITE PICK UP 11/22/22,,,,,,,,,,
05-01746,"CASTRO, ALEXANDER RIVERA",REFRESH - Acer (New),YONDU102515,SN-PTEAWN,,YONDU102515,YONDU102515,,SITE PICK UP 11/21/22,,,,,,,,,,
05-01749,"LOPEZ, DIANNE MERCADO",Replacement - Acer (Old),YONDU101712,SN-F612TC,,YONDU101712,YONDU101712,,Replacement due to frequent blue screen even after the reformat has been done -  SITE PICK UP 11/15-16/22,"Unit 1902, 119 Ortigas Avenue, Brgy. San Lorenzo, Bacoor City, Cavite",,,,,,,,,
05-01725,"EVANGELISTA, ANGELA MAE MERCADO",Replacement - Acer (Old),YONDU102278,SN-W5DF61,,YONDU102278,YONDU102278,,Temporary Replacement - Fan is too noisy that can even be heard during meetings - SITE PICK UP 11/15/22,"Unit 102, 238 Governor Drive, Brgy. Kapitolyo, Mandaluyong City, Metro Manila",,,,,,,,,
05-02490,"NATIVIDAD, JOHN PAUL LOPEZ",Acer (New),YONDU102516,SN-0EGP1B,,YONDU102516,YONDU102516,,Sunlife,"Unit 1802, 192 Shaw Boulevard, Brgy. Poblacion, Pasig City, Metro Manila",9178096447,,,,,,,,
05-02490,"SORIANO, JASMIN VILLANUEVA",Acer (New),YONDU102517,SN-GHS8VW,,YONDU102517,YONDU102517,,917 Ventures,"Unit 2202, 211 Commonwealth Avenue, Brgy. Loyola Heights, Mandaluyong City, Metro Manila",9204571560,,,,,,,,
05-02492,"MALABANAN, BIANCA BAUTISTA",Use old Lenovo or Acer,YONDU102056,SN-E068HW,,YONDU102056,YONDU102056,,FMC,"Unit 1502, 164 Dr. A. Santos Ave, Brgy. Pinyahan, Muntinlupa City, Metro Manila",9056019137,,,,,,,,
05-02492,"CORTEZ, KENNETH TORRES",Use old Lenovo or Acer,YONDU101429,SN-51D0QZ,,YONDU101429,YONDU101429,,EG,"Unit 1302, 120 Ortigas Avenue, Brgy. Ugong, Muntinlupa City, Metro Manila",9172155549,,,,,,,,
05-02495,"DOMINGO, STEPHANIE FERNANDEZ",Use old Lenovo or Acer,YONDU101410,SN-6ZULMZ,,YONDU101410,YONDU101410,,KMD - TRANSPORTIFY 11/17/22,"Unit 3802, 151 C-5 Road, Brgy. San Lorenzo, Calamba City, Laguna",9205456949,,,,,,,,
05-02495,"FLORES, KEVIN RAMOS",Acer (New),YONDU102518,SN-T4NNY7,,YONDU102518,YONDU102518,,MES - DGT,"Unit 202, 78 Commonwealth Avenue, Brgy. Kapitolyo, Santa Rosa City, Laguna",9053961971,,,,,,,,
05-02495,"DELA CRUZ, CHRISTIAN RAMOS",Acer (New),YONDU102519,SN-UCHDL1,,YONDU102519,YONDU102519,,DGT,"Unit 2902, 208 Bonifacio High St, Brgy. Palanan, Quezon City, Metro Manila",9054701158,,,,,,,,
05-02495,"RIVERA, ROCHELLE CRUZ",Acer (New),YONDU102520,SN-TCBFKP,,YONDU102520,YONDU102520,,CD - (S&R VMC &DCS) - TRANSPORTIFY 11/17/22,"Unit 702, 53 Alabang-Zapote Road, Brgy. Poblacion, Pasig City, Metro Manila",9273894717,,,,,,,,
05-02495,"OCAMPO, MICHAEL ANGELO AQUINO",Use old Lenovo or Acer,YONDU102521,SN-TTS7SL,,YONDU102521,YONDU102521,,Internal,"Unit 2202, 20 Alabang-Zapote Road, Brgy. San Antonio, Las Piñas City, Metro Manila",9173997296,,,,,,,,
05-06736,"DOMINGO, ADRIAN GARCIA",Use old Lenovo or Acer,YONDU101437,SN-PZ2XNF,,YONDU101437,YONDU101437,,"Coca-Cola Beverages Philippines, Inc.","Unit 3102, 74 Aguinaldo Highway, Brgy. Poblacion, Taguig City, Metro Manila",9272090125,,,,,,,,
05-01611,"RAMOS, ANGELA MAE FERNANDEZ",SOC Test Laptop,YONDU102307,PF-1ZHC76,,YONDU102307,YONDU102307,,SITE PICK UP 11/16/22,,,,,,,,,,
05-01634,"HERNANDEZ, CARLO RAMOS",Replacement - Acer (Old),YONDU101503,,,YONDU101503,YONDU101503,,replacement (Not turning ON) - SITE PICK UP 11/15/22,,,,,,,,,,
05-01070,"MALABANAN, STEPHANIE VILLANUEVA",Use Acer (Old),YONDU101678,SN-26QWPF,,YONDU101678,YONDU101678,,Replacement due to corrupted OS - SITE PICK UP 11/16/22,,,,,,,,,,
05-02446,"CABRERA, LOVELY BAUTISTA",Replacement - Dell,YONDU101890,SN-98HW25,,YONDU101890,YONDU101890,,SITE PICK UP 11/16/22,,,,,,,,,,
05-02400,"ESGUERRA, PATRICIA ANNE CASTILLO",MACBOOK AIR,YONDU102522,SN-PE95DA,,YONDU102522,YONDU102522,,REPLACEMENT - Windows Temp Laptop to MacOS - SITE PICK UP 11/18/22,,,,,,,,,,
,,,,SN-6BC409,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
05-05048,"GONZALES, KATRINA CASTILLO",REFRESH - Acer (New),YONDU102523,SN-WUQUM1,,YONDU102523,YONDU102523,,SITE PICK UP 1/9/23,,,,,,,,,,
05-01797,"ESGUERRA, ROCHELLE RIVERA",REFRESH - Acer (New),YONDU102524,SN-5XAFVH,,YONDU102524,YONDU102524,,SITE PICK UP 11/25/22,,,,,,,,,,
05-05058,"NATIVIDAD, GABRIEL GARCIA",REFRESH - Acer (New),YONDU102525,SN-745BK4,,YONDU102525,YONDU102525,,SITE PICK UP 11/23/22,,,,,,,,,,
05-01118,"DAVID, JEROME TORRES",REFRESH - Acer (New),YONDU102526,SN-UN1WZS,,YONDU102526,YONDU102526,,SITE PICK UP 11/21/22,,,,,,,,,,
05-01752,"FLORES, BIANCA CASTILLO",REFRESH - Acer (New),YONDU102527,SN-7ALUFW,,YONDU102527,YONDU102527,,SITE PICK UP 11/25/22,,,,,,,,,,
05-01816,"REYES, ERIKA SANTOS",REFRESH - Acer (New),YONDU102528,SN-NYRWJY,,YONDU102528,YONDU102528,,SITE PICK UP 11/21/22,,,,,,,,,,
05-02495,"DOMINGO, STEPHANIE FERNANDEZ",MACBOOK PRO,YONDU102329,SN-8VLG4Z,,YONDU102329,YONDU102329,,REPLACEMENT - Windows to MacOS - SITE PICK UP 11/25/22,"Unit 3802, 151 C-5 Road, Brgy. San Lorenzo, Calamba City, Laguna",9205456949,,,,,,,,
05-02491,"TORRES, JEROME FERNANDEZ",Acer (New),YONDU102529,SN-H38VPA,,YONDU102529,YONDU102529,,ISG,"Unit 3102, 96 Commonwealth Avenue, Brgy. BF Homes, Pasig City, Metro Manila",9182252988,,,,,,,,
05-02492,"HERNANDEZ, MONIQUE FERNANDEZ",Acer (New),YONDU102530,SN-K51PE1,,YONDU102530,YONDU102530,,Mynt,"Unit 3002, 57 Boni Avenue, Brgy. Loyola Heights, Pasig City, Metro Manila",9189129134,,,,,,,,
05-02493,"CORTEZ, ROCHELLE RIVERA",Acer (New),YONDU102531,SN-3LB35K,,YONDU102531,YONDU102531,,C3 MES - Metrobank (MCC),"Unit 1902, 35 Bonifacio High St, Brgy. Bel-Air, Santa Rosa City, Laguna",9059764106,,,,,,,,
05-02493,"FRANCISCO, MARCO AQUINO",Use old Lenovo or Acer,YONDU102532,PF-KU3WAE,,YONDU102532,YONDU102532,,Digital Solutions Group (DSG) - TRANSPORTIFY 11/24/22,"Unit 2002, 155 Boni Avenue, Brgy. Loyola Heights, Imus City, Cavite",9201242673,,,,,,,,
05-02494,"DE LEON, MARCO MENDOZA",Acer (New),YONDU102338,SN-USUAE0,,YONDU102338,YONDU102338,,ISG,"Unit 1802, 130 Aurora Boulevard, Brgy. Kapitolyo, Calamba City, Laguna",9275910784,,,,,,,,
05-02494,"OCAMPO, ANGELO MERCADO",Acer (New),YONDU102387,PF-D3NX45,,YONDU102387,YONDU102387,,MES - DGT - NG1 6FTE SE,"Unit 3102, 45 Alabang-Zapote Road, Brgy. BF Homes, Parañaque City, Metro Manila",9272999424,,,,,,,,
05-02494,"HERNANDEZ, VINCENT VILLANUEVA",Acer (New),YONDU102000,SN-VGRY69,,YONDU102000,YONDU102000,,RPA P3 Application (Promo Provisioning Platform),"Unit 402, 75 Aguinaldo Highway, Brgy. Alabang, Santa Rosa City, Laguna",9204670534,,,,,,,,
05-02495,"GONZALES, JUAN CARLOS FERNANDEZ",Use old Lenovo or Acer,YONDU102223,SN-HKTBKX,,YONDU102223,YONDU102223,,MES-DGT - TRANSPORTIFY 11/24/22,"Unit 2502, 181 Aurora Boulevard, Brgy. Greenhills, Taguig City, Metro Manila",9059370839,,,,,,,,
05-02495,"MANALANG, DOMINIC SANTOS",Use old Lenovo or Acer,YONDU101566,PF-DBKCES,,YONDU101566,YONDU101566,,SOC,"Unit 2202, 216 Boni Avenue, Brgy. Palanan, Pasig City, Metro Manila",9273659972,,,,,,,,
05-02496,"DEL ROSARIO, JOSHUA FERNANDEZ",Use old Lenovo or Acer,YONDU101231,SN-ZCFTJS,,YONDU101231,YONDU101231,,Marketing Communications -Channel Operations,"Unit 702, 49 Aurora Boulevard, Brgy. Ugong, Pasig City, Metro Manila",9051393399,,,,,,,,
05-02492,"RAMOS, MONIQUE DELA CRUZ",Use old Lenovo or Acer,YONDU102533,SN-F75QTX,,YONDU102533,YONDU102533,,NTG,"Unit 3502, 191 Marcos Highway, Brgy. San Lorenzo, Las Piñas City, Metro Manila",9057300389,,,,,,,,
05-01118,"DAVID, JEROME TORRES",DELIVERY OF LAPTOP,YONDU102526,SN-UN1WZS,,YONDU102526,YONDU102526,,CONFIGURED BY AXA - FOR TRANSPORTIFY 11/24/22,"Unit 2002, 213 Katipunan Avenue, Brgy. Greenhills, Mandaluyong City, Metro Manila",9271410971,,,,,,,,
05-02404,"SERRANO, PATRICK OLIVER RAMOS",Replacement (RETURN OF OLD UNIT),YONDU102117,SN-WYVV0C,,YONDU102117,YONDU102117,,Replacement (RETURN OF OLD UNIT) - SITE PICK UP 11/23/22,"Unit 3402, 221 Governor Drive, Brgy. Palanan, Quezon City, Metro Manila",,,,,,,,,
05-01752,"CORPUZ, JUAN CARLOS MENDOZA",Replacement,YONDU101385,SN-WAWYRK,,YONDU101385,YONDU101385,,Replacement (screw/hinge issue) - SITE PICK UP 11/24/22,,,,,,,,,,
,,,,SN-WEJ0PJ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
